annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2016-2017;401372;34;MOISAN;Braiden;M;1998-06-28;FR;29470;Loperhet;France;Non boursier;En Terminale;Y006248835K;Lycée à classe postbac;Lycée St-Sébastien;Landerneau;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;207095;NC;BUREAU;Chet;M;1998-08-10;FR;29460;Hôpital-Camfrout;France;Non boursier;En Terminale;H631637282N;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;206836;NCF;LALANDE;Teddy;M;1999-11-25;FR;29460;Hôpital-Camfrout;France;Non boursier;En Terminale;O853214820M;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;206945;187;GOMBERT;Cordell;M;1998-10-09;FR;29800;Landerneau;France;Non boursier;En Terminale;V477163627R;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;206810;NC;GUILLARD;Louis;M;1998-02-19;FR;29460;Logonna-Daoulas;France;Non boursier;En Terminale;Y577337426C;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;207089;NCF;ROCHET;Carlton;M;1998-06-02;FR;29460;Daoulas;France;Non boursier;En Terminale;I834515142G;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;206879;NC;BARTHES;Marlowe;M;1998-06-17;FR;29800;Plouédern;France;Non boursier;En Terminale;R595678154F;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Allemand;Anglais;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;206801;55;MAUREL;Tucker;M;1997-10-09;FR;29260;Saint-Méen;France;Non boursier;En Terminale;S838145787B;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;STI2D;;Architecture et construction;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Architecture et construction;;
2016-2017;206934;NC;MOLINIER;Damion;M;1998-04-10;FR;29800;Landerneau;France;Boursier du secondaire;En Terminale;Q940838218G;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2016-2017;206915;NP;LE BARS;Glanville;M;1998-06-13;FR;29800;Landerneau;France;Non boursier;En Terminale;I378131054R;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2016-2017;207065;NC;LHEUREUX;Aric;M;1998-02-06;FR;29800;Pencran;France;Non boursier;En Terminale;L123078087M;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;STI2D;;Architecture et construction;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Architecture et construction;;
2016-2017;206991;NC;BINET;Daryl;M;1998-06-08;FR;29260;Plouider;France;Non boursier;En Terminale;H532853443H;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2016-2017;639923;214;BRARD;Caedmon;M;1998-03-06;FR;29410;Pleyber-Christ;France;Non boursier;En Terminale;D456499404J;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2016-2017;639785;NC;BOEUF;Valentine;M;1998-10-21;FR;29600;Morlaix;France;Boursier du secondaire;En Terminale;W753069441H;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;639810;NC;LE PAPE;Géraud;M;1998-05-16;FR;29630;Plougasnou;France;Non boursier;En Terminale;V881462536C;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;639890;53;LABADIE;Ward;M;1998-08-17;FR;29630;Plougasnou;France;Non boursier;En Terminale;J535491241T;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;STI2D;;Innovation Technologique et Eco conception;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Innovation Technologique et Eco conception;;
2016-2017;1243382;NCF;ROSSET;John;M;1993-10-03;FR;35370;Argentré du Plessis;France;Non boursier;Non scolarisé;O354688678Q;;Ister Groupe Ecofac;Cesson Sévigné;35;France;2nd année d'études supérieures;BTS - BTSA;;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Admis sans mention;07/2011   
2016-2017;1190376;NC;SALOMON;Judd;M;1997-03-02;FR;29640;Plougonven;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;Y146846082S;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;1ère année d'études supérieures;BTS - BTSA;BTS - Production;;Conception et industrialisation en microtechniques;;;Bac français obtenu;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;Admis mention Bien;07/2015   
2016-2017;640053;NCF;MOREAUX;Marty;M;1997-02-21;FR;29600;St Sève;France;Non boursier;En Terminale;M888057232U;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;639992;NC;BATARD;Garfield;M;1998-10-17;FR;29241;Locquirec;France;Boursier du secondaire;En Terminale;Z189764821V;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;STMG;;Mercatique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Mercatique;;
2016-2017;313684;NC;CROUZET;Gisselle;F;1998-05-07;FR;29410;Saint-Thégonnec;France;Non boursier;En Terminale;V083236312L;Lycée sans classe postbac;Lycée Notre Dame Du Mur;Morlaix;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;313723;NC;PARENT;Bysshe;M;1998-04-07;FR;29600;Sainte-Sève;France;Non boursier;En Terminale;K488342751H;Lycée sans classe postbac;Lycée Notre Dame Du Mur;Morlaix;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;313643;118;LE GUEN;Jon;M;1998-09-09;Hors UE;29600;Morlaix;France;Boursier du secondaire;En Terminale;S899911126S;Lycée sans classe postbac;Lycée Notre Dame Du Mur;Morlaix;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Physique-chimie;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Physique-chimie;;
2016-2017;313720;NC;DUCHESNE;Kip;M;1998-02-08;UE;29600;Saint-Martin-des-Champs;France;Non boursier;En Terminale;S790812268I;Lycée sans classe postbac;Lycée Notre Dame Du Mur;Morlaix;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Physique-chimie;Allemand;Anglais;Bac en préparation;Scientifique;Sciences de l'ingénieur;Physique-chimie;;
2016-2017;313678;NCF;GUILLEMOT;Miles;M;1998-09-19;FR;29410;Saint-Thégonnec;France;Non boursier;En Terminale;H691711886Z;Lycée sans classe postbac;Lycée Notre Dame Du Mur;Morlaix;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;313670;NC;GUIRAUD;Philo;M;1998-08-10;FR;29650;Plouégat-Moysan;France;Non boursier;En Terminale;V903513623C;Lycée sans classe postbac;Lycée Notre Dame Du Mur;Morlaix;29;France;Terminale;Terminale;STMG;;Gestion et Finance;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Gestion et Finance;;
2016-2017;277016;150;BOURREAU;Noll;M;1999-03-14;FR;29120;Tréméoc;France;Non boursier;En Terminale;C223309586N;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;276952;190;HAAS;Chandler;M;1998-04-27;FR;29950;Bénodet;France;Non boursier;En Terminale;S558649774W;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;277136;NC;BOUILLOT;Gilles;M;1998-09-25;FR;29750;Loctudy;France;Non boursier;En Terminale;B578542920I;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;277032;NC;COUTURIER;Louie;M;1998-10-04;FR;29510;BRIEC;France;Non boursier;En Terminale;L735627785P;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;277090;NCF;EVRARD;Mortimer;M;1998-07-14;FR;29000;Quimper;France;Non boursier;En Terminale;N593943747N;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Chinois;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;276807;141;COURTIN;Jem;M;1996-09-22;FR;29000;Quimper;France;Non boursier;En Terminale;W513160166L;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Admis sans mention;07/2015   
2016-2017;276987;NCF;FERRARI;Quin;M;1998-11-19;FR;29920;Névez;France;Non boursier;En Terminale;L515274719E;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;276894;NC;JOYEUX;Kirk;M;1998-12-21;FR;29000;Quimper;France;Boursier du secondaire;En Terminale;B771728342B;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2017-2018;232640;ECF;JOUAN;Edric;M;1999-09-29;FR;56700;Hennebont;France;Non boursier;En Terminale;W031266295F;Lycée à classe postbac;Lycée Victor HUGO;Hennebont;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;277031;58;MONTAGNE;Morton;M;1998-02-04;FR;22340;Tréogan;France;Non boursier;En Terminale;K910419862P;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;277071;NC;LE BAIL;Garfield;M;1998-05-06;FR;29970;Trégourez;France;Boursier du secondaire;En Terminale;P787770218Q;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Chinois;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;376948;189;CONSTANTIN;Meghan;F;1998-03-29;FR;29000;Quimper;France;Non boursier;En Terminale;J439371476O;Lycée à classe postbac;Lycée Ste Therese;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;377014;NC;GAYET;Emerson;M;1998-07-08;FR;29720;Plonéour-Lanvern;France;Non boursier;En Terminale;H837761663K;Lycée à classe postbac;Lycée Ste Therese;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;376913;225;BILLOT;Edmond;M;1997-04-08;FR;29000;Quimper;France;Non boursier;En Terminale;P389313460V;Lycée à classe postbac;Lycée Ste Therese;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;632793;NC;SUTTER;Thelonius;M;1998-02-22;FR;29500;Ergué-Gabéric;France;Non boursier;En Terminale;M098362987N;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;632884;56;TEIXEIRA;Newt;M;1998-09-30;FR;29390;Scaër;France;Non boursier;En Terminale;W248281840P;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;632979;NC;HERBIN;Felix;M;1998-09-09;FR;29720;Plonéour-Lanvern;France;Non boursier;En Terminale;G843248322I;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;632953;NC;ARMAND;Bram;M;1998-02-24;FR;29190;Pleyben;France;Boursier du secondaire;En Terminale;N582566502T;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;1074686;NC;BAYLE;Romain;M;1995-04-27;FR;14000;Caen;France;Non boursier;Non scolarisé;D081753192L;;;;;;;;;;;;;Bac français obtenu;Scientifique;Ecologie, Agronomie et Territoires;Ecologie agronomie et territoires;Admis sans mention;07/2013   
2016-2017;632908;NP;FERRARI;Donat;M;1998-08-01;FR;29380;Saint-Thurien;France;Non boursier;En Terminale;X278292456L;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;P;;Systèmes électroniques numériques;Anglais;;Bac en préparation;Professionnelle;;Systèmes électroniques numériques;;
2016-2017;632986;NP;GUYADER;Jean;M;1998-09-08;FR;29730;Guilvinec;France;Non boursier;En Terminale;U887285758H;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;P;;Systèmes électroniques numériques;Anglais;;Bac en préparation;Professionnelle;;Systèmes électroniques numériques;;
